chunk_id,source_id,record_type,document_type,jurisdiction,word_count,char_count,page_start,page_end,section,subsection,rule,subrule,clause,heading,topics,warning
MSCS_RULES_AMD_2023_ITEM_4,MSCS_RULES_AMD_2023,child,amendment_rules,Central,6914,41400,28,36,,,,,,"In the principal rules, for rule 19, the following rules shall be substituted, namely:",byelaws;documents;elections;eligibility;governance;meetings;membership;multistate;registrar;reporting;timeline,LONG_CHUNK_NO_SAFE_SPLIT
MSCS_RULES_AMD_2023_ITEM_5,MSCS_RULES_AMD_2023,child,amendment_rules,Central,274,1648,36,36,,,,,,"In the principal rules, for rule 20, the following rules shall be substituted, namely:",elections;eligibility;management;membership;multistate,
MSCS_RULES_AMD_2023_ITEM_6,MSCS_RULES_AMD_2023,child,amendment_rules,Central,467,3263,36,37,,,,,,"In the principal rules, for rule 25, the following rule shall be substituted, namely:",management;membership;multistate;registrar,
MSCS_RULES_AMD_2023_ITEM_7,MSCS_RULES_AMD_2023,child,amendment_rules,Central,1331,8202,37,40,,,,,,"In the principal rules, after Chapter 5, the following Chapter shall be inserted, namely:",appeal;complaint;deposits;eligibility;form_vi;form_vii;management;membership;multistate;ombudsman;registrar,LONG_CHUNK_NO_SAFE_SPLIT
MSCS_RULES_AMD_2023_ITEM_8,MSCS_RULES_AMD_2023,child,amendment_rules,Central,145,918,40,40,,,,,,"In the principal rules, for Chapter 8, the following Chapter shall be substituted, namely:",membership,
MSCS_RULES_AMD_2023_ITEM_9,MSCS_RULES_AMD_2023,child,amendment_rules,Central,232,1502,40,40,,,,,,"In the principal rules, after chapter 8, the following chapter shall be inserted, namely:",membership;multistate;registrar,
MSCS_RULES_AMD_2023_ITEM_35B,MSCS_RULES_AMD_2023,child,amendment_rules,Central,57,346,40,40,,,,,,Omission of National Co-operative Societies from Second Schedule,,
MSCS_RULES_AMD_2023_ITEM_10,MSCS_RULES_AMD_2023,child,amendment_rules,Central,937,6312,40,42,,,,,,"In the principal rules, after rule 37, the following rules shall be inserted namely:",byelaws;documents;governance;management;membership;multistate;registrar;registration;reporting;timeline,LONG_CHUNK_NO_SAFE_SPLIT;MALFORMED_NUMBERING_HIERARCHY
MSCS_RULES_AMD_2023_ITEM_11,MSCS_RULES_AMD_2023,child,amendment_rules,Central,9,54,42,42,,,,,,"In the principal rules, Schedule shall be omitted",,SHORT_CHUNK
MSCS_RULES_AMD_2023_ITEM_12,MSCS_RULES_AMD_2023,child,amendment_rules,Central,281,1739,42,43,,,,,,"In the principal rules, for Form III, the following Form shall be substituted, namely:",byelaws;elections;governance;membership;multistate,
MSCS_RULES_AMD_2023_ITEM_13,MSCS_RULES_AMD_2023,child,amendment_rules,Central,89,630,43,43,,,,,,"In the principal rules, for Form IV, the following Form shall be substituted, namely:",elections;governance;membership,
MSCS_RULES_AMD_2023_ITEM_14,MSCS_RULES_AMD_2023,child,amendment_rules,Central,287,1763,43,44,,,,,,"In the principal rules, for Form V, the following Forms shall be substituted, namely:",byelaws;elections;form_vi;membership;multistate,
MSCS_RULES_AMD_2023_FORM_017,MSCS_RULES_AMD_2023,child,amendment_rules,Central,493,3302,44,46,,,,,,FORM OF COMPLAINT,claim;complaint;documents;membership;multistate;ombudsman;registrar,
MSCS_RULES_AMD_2023_FORM_VII,MSCS_RULES_AMD_2023,child,amendment_rules,Central,6,27,46,46,,,,,,FORM VII,form_vii,SHORT_CHUNK
MSCS_RULES_AMD_2023_FORM_019,MSCS_RULES_AMD_2023,child,amendment_rules,Central,366,2463,46,47,,,,,,FORM OF APPEAL AGAINST DECISION OF THE CO-OPERATIVE INFORMATION OFFICER,appeal;complaint;documents;membership;multistate;ombudsman;timeline,
MSCS_RULES_AMD_2023_FORM_VIII,MSCS_RULES_AMD_2023,child,amendment_rules,Central,6,28,47,47,,,,,,FORM VIII,,SHORT_CHUNK
MSCS_RULES_AMD_2023_FORM_021,MSCS_RULES_AMD_2023,child,amendment_rules,Central,661,4500,47,49,,,,,,FORM OF APPEAL BEFORE THE CENTRAL REGISTRAR,appeal;byelaws;complaint;documents;management;membership;multistate;ombudsman;registrar,
KA_ACT_1959_DOC,KA_ACT_1959,parent,act,Karnataka,2,10,6,189,,,,,,,,CONTEXT_PARENT;SHORT_CHUNK
KA_ACT_1959_CONTEXT_001,KA_ACT_1959,child,act,Karnataka,216,1452,6,6,,,,,,,claim;loans;registration,SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_88,KA_ACT_1959,child,act,Karnataka,219,1384,6,7,88,,,,,Distraint,loans;registrar,
KA_ACT_1959_CONTEXT_003,KA_ACT_1959,child,act,Karnataka,89,582,7,7,,,,,,,registrar,SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN
KA_ACT_1959_CONTEXT_004,KA_ACT_1959,child,act,Karnataka,44,293,8,8,,,,,,,appeal;membership,SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN
KA_ACT_1959_CONTEXT_005,KA_ACT_1959,child,act,Karnataka,9333,59152,8,33,,,,,,,appeal;byelaws;claim;complaint;deposits;elections;governance;loans;management;meetings;membership;pacs;registrar;registration;state_law,LONG_CHUNK_NO_SAFE_SPLIT;SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_1,KA_ACT_1959,child,act,Karnataka,104,606,33,33,1,,,,,"Short title, extent and commencement",state_law,MALFORMED_NUMBERING_HIERARCHY
KA_ACT_1959_SEC_2,KA_ACT_1959,child,act,Karnataka,2223,13819,33,40,2,,,,,Definitions,byelaws;deposits;elections;governance;loans;management;meetings;membership;registrar;registration;state_law,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_2A,KA_ACT_1959,child,act,Karnataka,907,5604,40,42,2A,,,,,"Registrar, Additional Registrars, Joint Registrars, Deputy Registrars [,State",appeal;documents;registrar,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_4,KA_ACT_1959,child,act,Karnataka,129,786,42,42,4,,,,,Societies which may be registered,membership;registration,
KA_ACT_1959_SEC_5,KA_ACT_1959,child,act,Karnataka,68,433,42,43,5,,,,,Registration with limited or unlimited liability,membership;registration,
KA_ACT_1959_SEC_6,KA_ACT_1959,child,act,Karnataka,388,2300,43,44,6,,,,,Application for registration of co-operative societies,byelaws;meetings;membership;registrar;registration,
KA_ACT_1959_SEC_7,KA_ACT_1959,child,act,Karnataka,313,1857,44,44,7,,,,,Registration,byelaws;registrar;registration,
KA_ACT_1959_SEC_8,KA_ACT_1959,child,act,Karnataka,67,426,44,44,8,,,,,Registration certificate,registrar;registration,
KA_ACT_1959_SEC_9,KA_ACT_1959,child,act,Karnataka,65,406,45,45,9,,,,,Co-operative societies to be bodies corporate,registration,
KA_ACT_1959_SEC_10,KA_ACT_1959,child,act,Karnataka,116,704,45,45,10,,,,,Change of name of co-operative society,byelaws;registrar;registration,
KA_ACT_1959_SEC_11,KA_ACT_1959,child,act,Karnataka,288,1669,45,46,11,,,,,Change of liability,byelaws;claim;deposits;loans;membership,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_12,KA_ACT_1959,parent,act,Karnataka,523,3117,46,47,12,,,,,Amendment of bye-laws of a co-operative society,byelaws;membership;registrar;timeline,
KA_ACT_1959_SEC_12_SUB_2,KA_ACT_1959,child,act,Karnataka,220,1297,46,46,12,2,,,,Amendment of bye-laws of a co-operative society,byelaws;membership;registrar,
KA_ACT_1959_SEC_12_SUB_4,KA_ACT_1959,child,act,Karnataka,105,604,47,47,12,4,,,,Amendment of bye-laws of a co-operative society,byelaws;registrar,
KA_ACT_1959_SEC_12_SUB_6,KA_ACT_1959,child,act,Karnataka,77,494,47,47,12,6,,,,Amendment of bye-laws of a co-operative society,byelaws;registrar,
KA_ACT_1959_SEC_13,KA_ACT_1959,child,act,Karnataka,49,284,47,47,13,,,,,When amendments of bye-laws come into force,byelaws,
KA_ACT_1959_SEC_14,KA_ACT_1959,parent,act,Karnataka,529,3108,47,48,14,,,,,"Amalgamation, transfer of assets and liabilities and division of co-operative",byelaws;claim;deposits;loans;meetings;membership;registrar,
KA_ACT_1959_SEC_14_SUB_1,KA_ACT_1959,child,act,Karnataka,61,363,47,47,14,1,,,,"Amalgamation, transfer of assets and liabilities and division of co-operative",meetings;membership,
KA_ACT_1959_SEC_14_SUB_2,KA_ACT_1959,child,act,Karnataka,38,232,47,47,14,2,,,,"Amalgamation, transfer of assets and liabilities and division of co-operative",meetings;membership,
KA_ACT_1959_SEC_14_SUB_3,KA_ACT_1959,child,act,Karnataka,78,478,47,47,14,3,,,,"Amalgamation, transfer of assets and liabilities and division of co-operative",registrar,
KA_ACT_1959_SEC_14_SUB_4,KA_ACT_1959,child,act,Karnataka,98,558,48,48,14,4,,,,"Amalgamation, transfer of assets and liabilities and division of co-operative",byelaws;deposits;loans;membership;registrar,
KA_ACT_1959_SEC_14_SUB_5,KA_ACT_1959,child,act,Karnataka,42,246,48,48,14,5,,,,"Amalgamation, transfer of assets and liabilities and division of co-operative",membership,
KA_ACT_1959_SEC_14_SUB_6,KA_ACT_1959,child,act,Karnataka,66,388,48,48,14,6,,,,"Amalgamation, transfer of assets and liabilities and division of co-operative",claim;membership,
KA_ACT_1959_SEC_14_SUB_7,KA_ACT_1959,child,act,Karnataka,134,735,48,48,14,7,,,,"Amalgamation, transfer of assets and liabilities and division of co-operative",,
KA_ACT_1959_SEC_14B,KA_ACT_1959,child,act,Karnataka,100,612,48,48,14B,,,,,Registrar to prepare scheme for amalgamation of co-operative banks in,registrar,
KA_ACT_1959_SEC_14C,KA_ACT_1959,child,act,Karnataka,140,862,49,49,14C,,,,,Liability of co-operative bank to the Deposit Insurance Corporation,deposits,
KA_ACT_1959_SEC_15,KA_ACT_1959,child,act,Karnataka,235,1435,49,49,15,,,,,Cancellation of registration certificates of co-operative societies in certain,registration,
KA_ACT_1959_SEC_16,KA_ACT_1959,child,act,Karnataka,532,3237,49,51,16,,,,,Persons who may become members,byelaws;membership;registration;state_law,
KA_ACT_1959_SEC_17,KA_ACT_1959,child,act,Karnataka,368,2008,51,52,17,,,,,Disqualification for membership,eligibility;membership;registrar,
KA_ACT_1959_SEC_18,KA_ACT_1959,child,act,Karnataka,353,2101,52,53,18,,,,,Nominal or associate members,byelaws;deposits;eligibility;membership;state_law,
KA_ACT_1959_SEC_18A,KA_ACT_1959,child,act,Karnataka,111,635,53,53,18A,,,,,Cessation of membership,membership,
KA_ACT_1959_SEC_18_B,KA_ACT_1959,child,act,Karnataka,121,760,53,54,18-B,,,,,Cessation of directorship,membership,
KA_ACT_1959_SEC_19,KA_ACT_1959,child,act,Karnataka,119,688,54,54,19,,,,,Member not to exercise rights till due payment made,membership,
KA_ACT_1959_SEC_20,KA_ACT_1959,child,act,Karnataka,808,4508,54,56,20,,,,,Votes of members,byelaws;elections;loans;meetings;membership;registrar;registration,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_21,KA_ACT_1959,parent,act,Karnataka,469,2727,56,57,21,,,,,Manner of exercising vote,elections;meetings;membership,
KA_ACT_1959_SEC_21_SUB_2,KA_ACT_1959,child,act,Karnataka,251,1463,56,57,21,2,,,,Manner of exercising vote,elections;meetings;membership,
KA_ACT_1959_SEC_21_SUB_3,KA_ACT_1959,child,act,Karnataka,114,632,57,57,21,3,,,,Manner of exercising vote,meetings;membership,
KA_ACT_1959_SEC_23,KA_ACT_1959,child,act,Karnataka,79,417,57,57,23,,,,,Restrictions on transfers of shares or interest,membership,
KA_ACT_1959_SEC_23A,KA_ACT_1959,child,act,Karnataka,150,829,57,58,23A,,,,,Refund of value of share,loans;membership,
KA_ACT_1959_SEC_24,KA_ACT_1959,child,act,Karnataka,339,1959,58,59,24,,,,,Transfer of interest on death of member,membership,
KA_ACT_1959_SEC_25,KA_ACT_1959,child,act,Karnataka,180,950,59,59,25,,,,,Liability of past member and estate of deceased member,membership,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_26,KA_ACT_1959,child,act,Karnataka,309,1804,59,60,26,,,,,Final authority in a co-operative society,byelaws;management;meetings;membership;registrar,
KA_ACT_1959_SEC_26A,KA_ACT_1959,child,act,Karnataka,176,1022,60,60,26A,,,,,Partnership of Co-operative Societies,meetings;membership;registrar,
KA_ACT_1959_SEC_26B,KA_ACT_1959,child,act,Karnataka,252,1547,60,61,26B,,,,,Collaboration by Co-operative Societies,byelaws;management;membership;registrar,
KA_ACT_1959_SEC_27,KA_ACT_1959,child,act,Karnataka,811,4878,61,63,27,,,,,Annual General Meeting,byelaws;eligibility;loans;management;meetings;membership;registrar,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_27B,KA_ACT_1959,child,act,Karnataka,147,901,63,64,27B,,,,,Returns to be filed with the Registrar,byelaws;elections;meetings;registrar,
KA_ACT_1959_SEC_28,KA_ACT_1959,child,act,Karnataka,179,1014,64,64,28,,,,,Special general meeting,byelaws;meetings;membership;registrar,
KA_ACT_1959_SEC_28A,KA_ACT_1959,child,act,Karnataka,2235,13396,64,70,28A,,,,,Management of co-operative societies vest in the *board*,byelaws;elections;eligibility;loans;management;meetings;membership;registrar;registration;state_law;timeline,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_28D,KA_ACT_1959,child,act,Karnataka,54,364,70,70,28D,,,,,"Foreign tours by members, directors, office-bearers and employees of a",membership,
KA_ACT_1959_SEC_29,KA_ACT_1959,child,act,Karnataka,21,103,70,70,29,,,,,[XXX],membership,
KA_ACT_1959_SEC_29A,KA_ACT_1959,child,act,Karnataka,396,2261,70,71,29A,,,,,Commencement of term of office,byelaws;elections;meetings;membership;timeline,
KA_ACT_1959_SEC_29C,KA_ACT_1959,parent,act,Karnataka,7,53,71,75,29C,,,,,Disqualification for membership of the *board*,membership,CONTEXT_PARENT;SHORT_CHUNK
KA_ACT_1959_SEC_29C_SUB_1,KA_ACT_1959,child,act,Karnataka,735,4150,71,73,29C,1,,,,Disqualification for membership of the *board*,byelaws;elections;eligibility;loans;meetings;membership;timeline,
KA_ACT_1959_SEC_29C_SUB_2,KA_ACT_1959,child,act,Karnataka,239,1408,73,74,29C,2,,,,Disqualification for membership of the *board*,elections;meetings;membership;registrar,
KA_ACT_1959_SEC_29C_SUB_5,KA_ACT_1959,child,act,Karnataka,84,538,74,74,29C,5,,,,Disqualification for membership of the *board*,eligibility;membership,
KA_ACT_1959_SEC_29C_SUB_6,KA_ACT_1959,child,act,Karnataka,35,213,74,74,29C,6,,,,Disqualification for membership of the *board*,membership,
KA_ACT_1959_SEC_29C_SUB_7,KA_ACT_1959,child,act,Karnataka,259,1530,74,75,29C,7,,,,Disqualification for membership of the *board*,byelaws;membership;registrar,
KA_ACT_1959_SEC_29C_SUB_9,KA_ACT_1959,child,act,Karnataka,150,917,75,75,29C,9,,,,Disqualification for membership of the *board*,eligibility;membership,
KA_ACT_1959_SEC_29E,KA_ACT_1959,child,act,Karnataka,204,1135,75,76,29E,,,,,Filling up of casual vacancy in the office of members of the *board*,byelaws;elections;membership;registrar,
KA_ACT_1959_SEC_29F,KA_ACT_1959,child,act,Karnataka,277,1718,76,76,29F,,,,,"Election of President, Chairperson, Vice-President, or Vice-Chairperson, etc.,",byelaws;elections;meetings;membership;timeline,
KA_ACT_1959_SEC_29G,KA_ACT_1959,parent,act,Karnataka,5,38,76,81,29G,,,,,Appointment of Chief Executive,,CONTEXT_PARENT;SHORT_CHUNK
KA_ACT_1959_SEC_29G_SUB_1,KA_ACT_1959,child,act,Karnataka,241,1423,76,77,29G,1,,,,Appointment of Chief Executive,registrar,
KA_ACT_1959_SEC_29G_SUB_2,KA_ACT_1959,child,act,Karnataka,39,233,77,77,29G,2,,,,Appointment of Chief Executive,registrar,
KA_ACT_1959_SEC_29G_SUB_3,KA_ACT_1959,child,act,Karnataka,52,288,77,77,29G,3,,,,Appointment of Chief Executive,registrar,
KA_ACT_1959_SEC_29G_SUB_4,KA_ACT_1959,child,act,Karnataka,436,2665,77,78,29G,4,,,,Appointment of Chief Executive,byelaws;documents;elections;loans;management;meetings;membership;registrar,
KA_ACT_1959_SEC_29G_SUB_5,KA_ACT_1959,child,act,Karnataka,138,835,79,79,29G,5,,,,Appointment of Chief Executive,byelaws;claim,
KA_ACT_1959_SEC_29G_SUB_6,KA_ACT_1959,child,act,Karnataka,994,5847,79,81,29G,6,,,,Appointment of Chief Executive,byelaws;elections;eligibility;loans;management;meetings;membership;registrar;timeline,LONG_CHUNK_NO_SAFE_SPLIT
KA_ACT_1959_SEC_30B,KA_ACT_1959,child,act,Karnataka,12,62,81,81,30B,,,,,XXX],,SHORT_CHUNK
KA_ACT_1959_SEC_30B_002,KA_ACT_1959,child,act,Karnataka,53,350,81,81,30B,,,,,Powers to give direction in public interest,membership,
KA_ACT_1959_SCHEDULE_D,KA_ACT_1959,parent,act,Karnataka,158,998,81,83,,,,,,"Scheduled Castes, Scheduled Tribes and other Backward Classes and ensuring reservation",registrar,CONTEXT_PARENT
KA_ACT_1959_SCHEDULE_D_SUB_1,KA_ACT_1959,child,act,Karnataka,412,2406,82,83,,,,,,"Scheduled Castes, Scheduled Tribes and other Backward Classes and ensuring reservation",byelaws;membership;registrar,
KA_ACT_1959_SCHEDULE_D_SUB_2,KA_ACT_1959,child,act,Karnataka,353,2194,83,83,,,,,,"Scheduled Castes, Scheduled Tribes and other Backward Classes and ensuring reservation",documents;registrar,
KA_ACT_1959_SEC_32,KA_ACT_1959,child,act,Karnataka,244,1527,83,84,32,,,,,First charge of co-operative society on certain assets,claim;loans;membership;state_law,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_33,KA_ACT_1959,child,act,Karnataka,772,4369,84,86,33,,,,,"Charge on land, owned by members or held as tenants by members borrowing",claim;loans;membership;state_law,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_34,KA_ACT_1959,child,act,Karnataka,325,1873,86,86,34,,,,,Deduction from salary to meet society's claim in certain cases,claim;loans;membership;timeline,
KA_ACT_1959_SEC_35,KA_ACT_1959,child,act,Karnataka,158,857,86,87,35,,,,,Charge and set off in respect of shares or interest of members in the capital of a,deposits;membership,
KA_ACT_1959_SEC_36,KA_ACT_1959,child,act,Karnataka,86,472,87,87,36,,,,,Shares or interest not liable to attachment,claim;membership,
KA_ACT_1959_SEC_37,KA_ACT_1959,child,act,Karnataka,280,1617,87,87,37,,,,,"Exemption from certain taxes, duties and fees",documents;membership;registration;state_law,
KA_ACT_1959_SEC_38,KA_ACT_1959,child,act,Karnataka,208,1304,88,88,38,,,,,Exemption from compulsory registration of instruments,registration,
KA_ACT_1959_SEC_39,KA_ACT_1959,parent,act,Karnataka,10,76,88,91,39,,,,,Registration of documents executed on behalf of co-operative societies,documents;registration,CONTEXT_PARENT;SHORT_CHUNK
KA_ACT_1959_SEC_39_SUB_1,KA_ACT_1959,child,act,Karnataka,103,601,88,88,39,1,,,,Registration of documents executed on behalf of co-operative societies,documents;membership;registration,
KA_ACT_1959_SEC_39_SUB_2,KA_ACT_1959,child,act,Karnataka,1078,6892,88,91,39,2,,,,Registration of documents executed on behalf of co-operative societies,documents;elections;membership;registrar;registration;reporting,LONG_CHUNK_NO_SAFE_SPLIT
KA_ACT_1959_SEC_39B,KA_ACT_1959,child,act,Karnataka,49,327,91,91,39B,,,,,Cost of conducting elections,elections,
KA_ACT_1959_SEC_39C,KA_ACT_1959,child,act,Karnataka,521,3006,91,92,39C,,,,,Corrupt practices,appeal;elections;meetings;membership,
KA_ACT_1959_SEC_39D,KA_ACT_1959,child,act,Karnataka,97,586,93,93,39D,,,,,Maintenance of secrecy of voting,elections,
KA_ACT_1959_SEC_39E,KA_ACT_1959,child,act,Karnataka,187,1066,93,93,39E,,,,,Officers etc. at election not to act for candidates or to influence voting,elections;management;membership,
KA_ACT_1959_SEC_39F,KA_ACT_1959,child,act,Karnataka,144,850,93,93,39F,,,,,Prohibition of canvassing in or near polling station,elections,
KA_ACT_1959_SEC_39G,KA_ACT_1959,child,act,Karnataka,254,1474,94,94,39G,,,,,Penalty for disorderly conduct in or near poling station,,
KA_ACT_1959_SEC_39H,KA_ACT_1959,child,act,Karnataka,158,936,94,94,39H,,,,,Penalty for misconduct at the polling station,,
KA_ACT_1959_SEC_39I,KA_ACT_1959,child,act,Karnataka,139,856,94,95,39I,,,,,Breaches of official duty in connection with election,elections,
KA_ACT_1959_SEC_39J,KA_ACT_1959,child,act,Karnataka,215,1217,95,95,39J,,,,,Removal of ballot papers from polling station to be an offence,elections,
KA_ACT_1959_SEC_39K,KA_ACT_1959,child,act,Karnataka,388,2234,95,96,39K,,,,,Other offences and penalties,documents;elections,
KA_ACT_1959_SEC_40,KA_ACT_1959,child,act,Karnataka,49,312,96,96,40,,,,,Promotion of co-operative movement,,
KA_ACT_1959_SEC_41,KA_ACT_1959,child,act,Karnataka,71,452,96,96,41,,,,,Direct partnership of State Government in co-operative societies,,
KA_ACT_1959_SEC_42,KA_ACT_1959,child,act,Karnataka,45,316,96,96,42,,,,,Indirect partnership of State Government in co-operative societies,,
KA_ACT_1959_SEC_43,KA_ACT_1959,child,act,Karnataka,121,808,97,97,43,,,,,Principal State Partnership Fund,,
KA_ACT_1959_SEC_44,KA_ACT_1959,child,act,Karnataka,80,516,97,97,44,,,,,Subsidiary State Partnership Fund,,
KA_ACT_1959_SEC_45,KA_ACT_1959,child,act,Karnataka,44,287,97,97,45,,,,,Approval of State Government for purchase of shares,,
KA_ACT_1959_SEC_46,KA_ACT_1959,child,act,Karnataka,79,464,97,97,46,,,,,Liability to be limited in respect of certain shares,,
KA_ACT_1959_SEC_47,KA_ACT_1959,child,act,Karnataka,74,462,97,98,47,,,,,Restriction on amount of dividend,,
KA_ACT_1959_SEC_48,KA_ACT_1959,child,act,Karnataka,168,1030,98,98,48,,,,,Indemnity of apex and central societies,claim,
KA_ACT_1959_SEC_49,KA_ACT_1959,child,act,Karnataka,192,1133,98,98,49,,,,,"Disposal of share capital and dividend, etc",,
KA_ACT_1959_SEC_50,KA_ACT_1959,child,act,Karnataka,114,667,98,99,50,,,,,Disposal of 'Principal State Partnership Fund' and 'Subsidiary State Partnership,,
KA_ACT_1959_SEC_51,KA_ACT_1959,child,act,Karnataka,53,310,99,99,51,,,,,Principal State Partnership Fund and Subsidiary State Partnership Fund not to,,
KA_ACT_1959_SEC_52,KA_ACT_1959,child,act,Karnataka,107,650,99,99,52,,,,,Agreement by State Government and apex societies,,
KA_ACT_1959_SEC_53,KA_ACT_1959,child,act,Karnataka,144,875,99,99,53,,,,,Other forms of State aid to co-operative societies,loans,
KA_ACT_1959_SEC_54,KA_ACT_1959,child,act,Karnataka,10,58,99,99,54,,,,,XXX]1,,SHORT_CHUNK
KA_ACT_1959_SEC_55,KA_ACT_1959,child,act,Karnataka,40,243,99,99,55,,,,,Provisions of this Chapter to override other laws,,
KA_ACT_1959_SEC_56,KA_ACT_1959,child,act,Karnataka,214,1318,100,100,56,,,,,Mobilisation of Funds,byelaws;deposits;loans;meetings;membership,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_57,KA_ACT_1959,child,act,Karnataka,672,4128,100,102,57,,,,,Net profits and their disposal,byelaws;meetings;membership;registration;state_law;timeline,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_58,KA_ACT_1959,child,act,Karnataka,198,1126,102,103,58,,,,,Investment of funds,deposits;meetings;registrar,
KA_ACT_1959_SEC_59,KA_ACT_1959,child,act,Karnataka,138,806,103,103,59,,,,,Restrictions on borrowings,byelaws;deposits;loans;meetings,
KA_ACT_1959_SEC_60,KA_ACT_1959,child,act,Karnataka,65,407,103,103,60,,,,,Restrictions on loans,deposits;loans;membership,
KA_ACT_1959_SEC_61,KA_ACT_1959,child,act,Karnataka,39,246,103,103,61,,,,,Restrictions on other transactions with non-members,membership,
KA_ACT_1959_SEC_62,KA_ACT_1959,child,act,Karnataka,96,574,103,103,62,,,,,Provident Fund,byelaws,STRUCTURE_UNCERTAIN
KA_ACT_1959_CONTEXT_093,KA_ACT_1959,child,act,Karnataka,2483,15110,104,109,,,,,,,documents;loans;management;meetings;membership;registrar;reporting;timeline,LONG_CHUNK_NO_SAFE_SPLIT;SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_64,KA_ACT_1959,parent,act,Karnataka,888,5111,109,111,64,,,,,Inquiry by Registrar,byelaws;documents;meetings;membership;registrar,
KA_ACT_1959_SEC_64_SUB_1,KA_ACT_1959,child,act,Karnataka,53,309,109,109,64,1,,,,Inquiry by Registrar,registrar,
KA_ACT_1959_SEC_64_SUB_2,KA_ACT_1959,child,act,Karnataka,178,999,109,110,64,2,,,,Inquiry by Registrar,membership;registrar,
KA_ACT_1959_SEC_64_SUB_3,KA_ACT_1959,child,act,Karnataka,355,2042,110,111,64,3,,,,Inquiry by Registrar,byelaws;documents;meetings;registrar,
KA_ACT_1959_SEC_64_SUB_4,KA_ACT_1959,child,act,Karnataka,298,1727,111,111,64,4,,,,Inquiry by Registrar,meetings;registrar,
KA_ACT_1959_SEC_65,KA_ACT_1959,child,act,Karnataka,431,2503,111,112,65,,,,,Inspection of books of a co-operative society,deposits;meetings;registrar,
KA_ACT_1959_SEC_65A,KA_ACT_1959,child,act,Karnataka,120,694,112,113,65A,,,,,"Report of [inquiry] , inspection and final report to be made available to a",registrar,
KA_ACT_1959_SEC_65B,KA_ACT_1959,child,act,Karnataka,148,881,113,113,65B,,,,,Inspection of books of co-operative society by a credit agency,documents;membership,
KA_ACT_1959_SEC_66,KA_ACT_1959,child,act,Karnataka,132,759,113,113,66,,,,,Power to seize books and property,,
KA_ACT_1959_SEC_67,KA_ACT_1959,child,act,Karnataka,146,841,113,114,67,,,,,Costs of Inquiry,membership;registrar,
KA_ACT_1959_SEC_68,KA_ACT_1959,child,act,Karnataka,281,1624,114,114,68,,,,,Order by the Registrar,registrar,
KA_ACT_1959_SEC_69,KA_ACT_1959,child,act,Karnataka,439,2577,114,115,69,,,,,Surcharge,byelaws;management;membership;registrar,
KA_ACT_1959_SEC_70,KA_ACT_1959,parent,act,Karnataka,589,3491,115,117,70,,,,,Disputes which may be referred to Registrar for decision,claim;management;membership;registrar,
KA_ACT_1959_SEC_70_SUB_1,KA_ACT_1959,child,act,Karnataka,225,1354,115,116,70,1,,,,Disputes which may be referred to Registrar for decision,management;membership;registrar,
KA_ACT_1959_SEC_70_SUB_2,KA_ACT_1959,child,act,Karnataka,277,1615,116,117,70,2,,,,Disputes which may be referred to Registrar for decision,claim;management;membership;registrar,
KA_ACT_1959_SEC_70_SUB_3,KA_ACT_1959,child,act,Karnataka,51,305,117,117,70,3,,,,Disputes which may be referred to Registrar for decision,management;registrar,
KA_ACT_1959_SEC_70_SUB_5,KA_ACT_1959,child,act,Karnataka,21,111,117,117,70,5,,,,Disputes which may be referred to Registrar for decision,registrar,
KA_ACT_1959_SEC_70A,KA_ACT_1959,child,act,Karnataka,171,1058,117,117,70A,,,,,Period of limitation,elections;membership;registrar;timeline,
KA_ACT_1959_SEC_71,KA_ACT_1959,child,act,Karnataka,418,2453,117,118,71,,,,,Disposal of disputes,appeal;registrar,STRUCTURE_UNCERTAIN
KA_ACT_1959_SEC_71A,KA_ACT_1959,child,act,Karnataka,236,1358,118,119,71A,,,,,Powers of financing bank to proceed against members of a co-operative,byelaws;membership;timeline,
KA_ACT_1959_SEC_71B,KA_ACT_1959,child,act,Karnataka,237,1353,119,119,71B,,,,,Powers of credit agency to proceed against members of a co-operative,byelaws;membership;timeline,
