chunk_id,source_id,record_type,retrieval_status,document_type,jurisdiction,word_count,char_count,page_start,page_end,section,subsection,rule,subrule,clause,heading,topics,warning
MSCS_RULES_AMD_2023_ITEM_10_002_SUB_37B,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,128,944,40,41,,,37B,,,,management;multistate,MALFORMED_NUMBERING_HIERARCHY
MSCS_RULES_AMD_2023_ITEM_10_002_SUB_37C,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,138,856,41,41,,,37C,,,,governance;multistate;registrar,MALFORMED_NUMBERING_HIERARCHY
MSCS_RULES_AMD_2023_ITEM_10_002_SUB_37D,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,60,406,41,41,,,37D,,,,byelaws;documents;multistate,MALFORMED_NUMBERING_HIERARCHY
MSCS_RULES_AMD_2023_ITEM_10_002_SUB_37E,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,328,2234,41,41,,,37E,,,,byelaws;documents;membership;multistate;registrar;registration;reporting,MALFORMED_NUMBERING_HIERARCHY
MSCS_RULES_AMD_2023_ITEM_10_002_SUB_37G,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,227,1477,41,42,,,37G,,,,documents;governance;multistate;registrar;reporting;timeline,MALFORMED_NUMBERING_HIERARCHY
MSCS_RULES_AMD_2023_ITEM_11_002,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,9,54,42,42,,,,,,,multistate,SHORT_CHUNK
MSCS_RULES_AMD_2023_ITEM_12_002,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,281,1739,42,43,,,,,,,byelaws;elections;governance;membership;multistate,
MSCS_RULES_AMD_2023_ITEM_13_002,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,89,630,43,43,,,,,,,elections;governance;multistate,
MSCS_RULES_AMD_2023_ITEM_14_002,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,780,5066,43,46,,,,,,,byelaws;complaint;documents;elections;form_vi;membership;multistate;ombudsman;registrar,MULTIPLE_FORMS_REVIEW
MSCS_RULES_AMD_2023_FORM_VII,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,372,2491,46,47,,,,,,FORM VII,appeal;complaint;documents;form_vii;membership;multistate;ombudsman;timeline,
MSCS_RULES_AMD_2023_FORM_VIII,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,667,4529,47,49,,,,,,FORM VIII,appeal;byelaws;complaint;documents;management;membership;multistate;ombudsman;registrar,MULTIPLE_FORMS_REVIEW
